transaction_id,artwork_id,customer_id,gallery_id,sale_date,sale_price,payment_method
1089,2096,388,5,2024-05-27,2555.13,Debit Card
1090,1612,606,3,2024-03-08,1837.6,Wire Transfer
1091,1226,564,2,2024-05-11,5446.69,Wire Transfer
1092,1222,725,3,2025-09-26,8375.86,Credit Card
1093,1614,690,1,2022-01-13,878.47,Cash
1094,766,625,5,2022-03-11,9957.87,Credit Card
1095,1330,728,5,2022-10-07,6221.34,Wire Transfer
1096,1996,677,3,2022-09-02,9799.95,Debit Card
1097,2046,620,3,2022-09-22,3968.28,Credit Card
1098,1701,457,2,2024-09-08,4851.23,Debit Card
1099,903,456,4,2023-11-02,7647.43,Wire Transfer
1100,602,439,4,2025-12-18,8030.65,Debit Card
1101,930,421,2,2022-11-28,2713.81,Credit Card
1102,1780,365,4,2023-03-30,9333.11,Wire Transfer
1103,362,407,1,2025-12-07,8740.52,Cash
1104,402,447,4,2025-04-29,672.95,Credit Card
1105,2182,437,2,2023-11-17,1721.4,Credit Card
1106,1196,711,4,2024-03-20,5212.92,Cash
1107,470,462,5,2025-05-16,4879.08,Wire Transfer
1108,2087,728,3,2023-12-04,7229.71,Cash
1109,1016,752,1,2022-10-28,1352.26,Credit Card
1110,1495,400,5,2025-04-24,6626.13,Wire Transfer
1111,656,638,5,2024-02-25,6355.51,Debit Card
1112,1686,699,2,2022-08-12,2719.39,Credit Card
1113,1951,607,3,2024-01-09,5652.74,Debit Card
1114,1476,441,3,2023-08-27,2610.97,Cash
1115,1217,383,1,2025-07-04,1895.77,Wire Transfer
1116,1926,477,2,2022-07-04,5944.78,Cash
1117,496,498,1,2025-07-01,9786.01,Debit Card
1118,1949,412,4,2024-01-18,2750.87,Credit Card
1119,920,356,5,2023-08-14,3875.69,Wire Transfer
1120,1973,760,1,2022-08-25,2937.45,Cash
1121,538,479,5,2024-10-20,3031.37,Debit Card
1122,1079,721,2,2025-09-15,4339.83,Debit Card
1123,1277,701,4,2023-07-03,7167.63,Credit Card
1124,992,486,2,2022-12-19,868.64,Debit Card
1125,2146,771,4,2024-03-21,9592.68,Wire Transfer
1126,417,518,4,2025-03-08,939.66,Debit Card
1127,964,713,5,2022-01-06,8871.91,Credit Card
1128,388,717,2,2024-07-10,8996.59,Cash
1129,580,616,2,2024-05-20,5482.65,Wire Transfer
1130,693,775,1,2023-04-10,1801.47,Cash
1131,1265,517,2,2023-10-22,5868.89,Cash
1132,1381,420,1,2022-12-27,6472.01,Debit Card
1133,215,739,3,2025-02-27,8648.71,Debit Card
1134,2037,694,3,2024-07-15,5733.51,Credit Card
1135,265,475,3,2024-02-17,4401.74,Debit Card
1136,2081,323,2,2023-07-28,8463.77,Debit Card
1137,2063,513,2,2023-03-02,9819.04,Cash
1138,721,705,1,2025-04-16,6628.48,Wire Transfer
1139,1568,535,4,2023-10-22,8806.68,Debit Card
1140,1353,313,1,2024-01-03,6187.98,Wire Transfer
1141,848,401,3,2024-01-31,7052.99,Debit Card
1142,1696,717,1,2023-10-17,7037.59,Debit Card
1143,1287,324,4,2023-01-09,7195.48,Credit Card
1144,1363,664,2,2022-06-25,3549.63,Debit Card
1145,1723,311,1,2022-05-24,5968.78,Credit Card
1146,793,573,3,2025-01-10,6144.29,Cash
1147,592,752,3,2022-11-23,3493.18,Wire Transfer
1148,1899,731,2,2022-03-23,3823.6,Debit Card
1149,619,581,1,2025-03-10,7741.34,Credit Card
1150,489,394,4,2022-08-13,6035.88,Cash
1151,579,501,2,2024-07-01,1917.51,Debit Card
1152,1997,321,1,2023-05-10,8457.55,Credit Card
1153,1714,640,5,2022-07-04,8889.59,Credit Card
1154,431,767,3,2023-08-29,4928.34,Cash
1155,1218,511,4,2022-01-22,2484.62,Debit Card
1156,241,440,4,2025-05-12,9502.26,Debit Card
1157,1252,593,4,2024-01-20,8881.56,Wire Transfer
1158,335,598,3,2022-07-23,2821.63,Debit Card
1159,401,701,1,2022-12-12,1408.14,Credit Card
1160,2064,401,2,2023-10-17,4686.21,Wire Transfer
1161,980,604,1,2022-10-03,6925.77,Wire Transfer
1162,1130,659,2,2023-01-28,2166.19,Debit Card
1163,1257,328,4,2024-02-20,5375.52,Wire Transfer
1164,1272,341,1,2025-04-30,4541.45,Credit Card
1165,703,655,4,2023-08-10,8960.24,Credit Card
1166,607,603,5,2024-11-12,4580.88,Cash
1167,1798,796,4,2025-07-03,5570.88,Credit Card
1168,1952,446,4,2022-11-12,9575.22,Cash
1169,1005,556,2,2025-03-24,3347.07,Wire Transfer
1170,299,762,5,2025-01-10,3245.41,Cash
1171,884,527,4,2023-06-06,8096.15,Debit Card
1172,2096,536,4,2025-12-15,3136.62,Cash
1173,926,661,5,2023-01-19,8402.73,Debit Card
1174,1771,680,5,2023-01-08,1407.59,Wire Transfer
1175,1161,755,1,2025-02-01,1556.98,Cash
1176,1963,789,2,2023-09-27,9062.57,Credit Card
1177,813,313,5,2023-04-28,5637.72,Debit Card
1178,2167,510,5,2022-09-18,7328.74,Wire Transfer
1179,1686,529,3,2025-01-22,2640.24,Credit Card
1180,843,697,5,2025-02-22,2079.61,Debit Card
1181,1993,400,2,2024-04-07,8432.07,Wire Transfer
1182,1229,331,4,2025-10-29,3906.92,Wire Transfer
1183,1442,686,4,2023-04-10,4822.81,Credit Card
1184,703,316,4,2022-11-17,765.73,Wire Transfer
1185,967,437,4,2024-09-16,4165.87,Cash
1186,598,629,3,2025-01-12,7819.16,Wire Transfer
1187,1071,466,5,2022-11-25,8302.11,Debit Card
1188,995,759,4,2022-04-22,7138.17,Debit Card
1189,593,610,1,2025-03-29,7075.71,Debit Card
1190,407,740,4,2025-11-26,5309.27,Cash
1191,1239,770,5,2024-07-30,5614.13,Credit Card
1192,2082,781,4,2023-02-10,7555.0,Cash
1193,1778,400,3,2025-12-26,2849.37,Cash
1194,1092,409,2,2025-07-28,2699.41,Cash
1195,1685,643,2,2024-01-20,9524.29,Wire Transfer
1196,1915,473,5,2025-04-19,763.05,Credit Card
1197,1799,537,2,2025-04-06,1824.92,Wire Transfer
1198,1064,462,2,2025-09-26,5918.16,Cash
1199,943,693,1,2025-05-12,7509.43,Debit Card
1200,1465,516,5,2024-07-28,5609.97,Cash
1201,764,564,5,2024-06-08,3873.11,Credit Card
1202,1221,563,2,2023-11-14,9790.77,Debit Card
1203,296,592,2,2024-07-03,7186.6,Credit Card
1204,2124,574,2,2025-03-07,8398.21,Cash
1205,1958,303,3,2025-11-15,882.35,Credit Card
1206,685,328,4,2023-11-14,2741.24,Wire Transfer
1207,1631,626,3,2024-04-17,4054.63,Debit Card
1208,431,792,5,2023-10-12,2234.71,Credit Card
1209,949,728,1,2024-09-02,1192.54,Debit Card
1210,1879,449,4,2024-07-08,2638.37,Debit Card
1211,1395,328,1,2022-01-27,5569.54,Cash
1212,741,788,5,2024-03-01,7109.58,Cash
1213,1260,610,5,2022-05-10,7853.2,Debit Card
1214,725,738,1,2022-02-08,907.89,Credit Card
1215,1384,365,1,2025-03-01,4565.87,Debit Card
1216,2063,656,1,2023-01-13,1661.01,Cash
1217,1923,321,5,2023-05-13,4596.4,Credit Card
1218,1467,552,2,2022-04-04,4622.77,Debit Card
1219,1310,535,1,2022-09-20,5233.01,Cash
1220,2020,527,4,2025-01-22,8981.89,Debit Card
1221,778,313,5,2023-12-22,8148.41,Debit Card
1222,882,613,3,2025-07-09,6548.85,Debit Card
1223,757,349,3,2023-08-03,8911.37,Credit Card
1224,1798,418,4,2023-01-28,6945.45,Cash
1225,2177,354,2,2023-05-23,8279.12,Cash
1226,1213,438,1,2024-11-06,5855.89,Wire Transfer
1227,846,353,5,2024-03-21,5489.57,Debit Card
1228,996,344,1,2025-08-13,7378.92,Debit Card
1229,1252,603,5,2024-05-29,687.05,Wire Transfer
1230,1844,353,3,2023-12-21,7058.59,Debit Card
1231,1780,374,1,2025-02-21,9377.92,Credit Card
1232,1564,346,4,2025-10-15,7282.45,Wire Transfer
1233,2022,313,2,2023-06-04,849.54,Cash
1234,2182,465,4,2022-12-31,4089.91,Debit Card
1235,1555,402,2,2024-06-18,8191.02,Cash
1236,1864,580,1,2023-12-30,9606.78,Debit Card
1237,1730,558,1,2025-12-15,4016.55,Wire Transfer
1238,1572,770,2,2023-11-07,8491.34,Cash
1239,1697,637,3,2022-04-19,8706.19,Debit Card
1240,1455,656,5,2025-11-27,1671.22,Credit Card
1241,390,698,4,2025-05-16,8534.99,Wire Transfer
1242,1449,438,4,2022-09-18,3580.37,Debit Card
1243,1609,463,4,2025-08-13,6135.76,Debit Card
1244,1601,709,1,2023-05-13,5620.14,Debit Card
1245,1507,687,4,2023-07-05,6799.01,Wire Transfer
1246,2182,411,5,2025-08-16,7534.41,Debit Card
1247,833,402,5,2024-02-13,4688.37,Debit Card
1248,828,317,2,2022-07-21,8938.95,Cash
1249,1173,568,1,2023-06-23,8190.24,Cash
1250,1969,482,5,2024-11-20,7961.5,Wire Transfer
1251,1483,672,3,2022-09-12,4853.34,Wire Transfer
1252,1583,324,1,2024-05-11,856.94,Credit Card
1253,910,329,1,2024-10-12,5176.44,Debit Card
1254,1680,471,5,2023-05-18,9035.23,Cash
1255,1635,709,3,2024-10-10,2309.28,Cash
1256,849,528,2,2025-07-14,9834.63,Debit Card
1257,518,678,5,2023-11-21,8173.06,Debit Card
1258,1901,488,3,2023-07-14,7243.38,Wire Transfer
1259,1449,646,1,2023-01-02,6933.02,Credit Card
1260,2043,530,3,2024-06-01,6076.75,Credit Card
1261,1458,621,1,2025-07-08,7346.37,Wire Transfer
1262,884,640,5,2023-04-20,4508.1,Wire Transfer
1263,864,419,5,2023-08-02,8530.24,Cash
1264,2199,456,4,2023-08-17,7115.29,Wire Transfer
1265,2051,572,4,2024-03-29,7826.9,Credit Card
1266,1598,475,4,2022-11-30,8028.63,Cash
1267,1896,765,5,2025-04-15,1374.67,Credit Card
1268,1832,404,2,2023-03-08,1028.59,Debit Card
1269,1696,392,5,2024-10-26,8109.37,Credit Card
1270,1457,486,3,2024-01-20,2964.15,Cash
1271,1916,760,5,2024-05-05,6028.71,Credit Card
1272,1337,583,5,2022-09-20,4715.25,Cash
1273,2054,481,1,2024-12-09,709.37,Cash
1274,1721,470,1,2022-10-03,882.67,Wire Transfer
1275,642,487,1,2022-06-15,8357.69,Credit Card
1276,764,475,5,2024-03-09,6272.94,Wire Transfer
1277,1492,522,2,2024-11-01,5476.51,Wire Transfer
1278,1734,533,3,2022-03-15,9471.34,Credit Card
1279,2031,462,3,2022-04-12,2144.59,Cash
1280,1610,721,2,2025-03-17,2950.72,Debit Card
1281,1611,434,2,2025-03-27,7689.02,Credit Card
1282,1337,691,3,2022-12-25,7864.73,Wire Transfer
1283,1837,780,4,2024-06-17,4346.52,Wire Transfer
1284,1849,524,1,2023-10-10,9534.3,Cash
1285,1152,453,1,2024-07-12,9413.42,Wire Transfer
1286,1305,333,3,2025-06-13,617.89,Debit Card
1287,899,355,2,2022-04-27,2137.12,Wire Transfer
1288,313,742,4,2025-02-09,8292.08,Cash
1289,202,307,3,2023-12-21,3684.56,Credit Card
1290,842,544,1,2024-04-03,1406.9,Cash
1291,420,613,5,2024-08-12,7957.49,Wire Transfer
1292,1790,426,2,2025-09-09,4818.54,Cash
1293,1055,312,5,2022-03-24,5177.9,Wire Transfer
1294,1960,316,3,2022-02-13,2270.51,Cash
1295,1449,508,1,2022-09-18,6778.5,Credit Card
1296,585,343,4,2025-12-11,5736.79,Wire Transfer
1297,1627,673,5,2024-11-10,2463.39,Debit Card
1298,1862,784,4,2024-06-16,3733.15,Debit Card
1299,1354,761,1,2022-03-10,6170.35,Debit Card
1300,1277,435,5,2025-07-07,9286.29,Debit Card
1301,1908,528,4,2025-04-01,9243.58,Wire Transfer
1302,930,411,4,2024-08-28,3235.11,Wire Transfer
1303,1896,607,5,2023-05-11,7488.4,Credit Card
1304,1934,757,1,2022-04-13,7867.43,Cash
1305,1640,460,4,2024-04-26,8183.82,Wire Transfer
1306,447,631,3,2024-11-16,5922.24,Debit Card
1307,1036,564,5,2022-05-18,599.83,Wire Transfer
1308,1663,525,2,2024-07-14,7735.92,Debit Card
1309,403,771,2,2023-02-23,1512.68,Credit Card
1310,1408,517,1,2025-01-20,1610.28,Cash
1311,323,756,3,2024-02-27,6253.44,Wire Transfer
1312,601,345,4,2022-07-08,9843.44,Cash
1313,967,514,2,2024-02-08,2804.12,Debit Card
1314,494,359,1,2023-08-01,6635.2,Debit Card
1315,480,432,3,2022-09-21,3384.71,Cash
1316,2061,404,3,2025-05-13,9037.9,Credit Card
1317,1084,495,1,2022-01-17,6138.41,Cash
1318,1834,713,1,2023-04-01,2471.03,Cash
1319,398,789,4,2022-01-19,2990.24,Wire Transfer
1320,1182,457,1,2022-05-21,4608.57,Wire Transfer
1321,2131,398,4,2023-03-10,1659.41,Debit Card
1322,1735,526,4,2022-03-21,1247.97,Wire Transfer
1323,952,712,5,2024-05-21,6960.58,Credit Card
1324,344,505,3,2022-05-07,4368.07,Credit Card
1325,809,379,3,2024-10-21,7399.15,Credit Card
1326,1425,424,3,2022-03-18,1545.55,Debit Card
1327,1348,771,5,2022-03-28,6293.72,Credit Card
1328,387,728,4,2023-03-22,4711.41,Credit Card
1329,1550,518,4,2025-08-01,1050.99,Wire Transfer
1330,664,304,1,2024-07-25,5675.62,Debit Card
1331,1573,390,5,2025-01-29,1286.64,Cash
1332,1995,404,1,2022-07-26,8363.34,Credit Card
1333,860,693,5,2025-05-02,6503.6,Wire Transfer
1334,964,419,1,2022-01-12,5791.19,Cash
1335,1155,433,2,2022-11-08,1767.96,Credit Card
1336,2156,612,3,2024-06-18,3230.84,Cash
1337,603,396,3,2023-07-02,5182.32,Cash
1338,1570,768,4,2025-12-07,6516.19,Debit Card
1339,2187,734,2,2022-02-14,2240.69,Debit Card
1340,1735,631,3,2025-12-28,584.23,Credit Card
1341,347,443,4,2024-06-29,3775.22,Credit Card
1342,1372,588,2,2024-03-26,5087.28,Debit Card
1343,1064,328,3,2022-03-28,2252.12,Credit Card
1344,1935,578,1,2023-02-04,5175.57,Credit Card
1345,2044,533,5,2025-09-12,3715.62,Debit Card
1346,689,317,2,2023-06-02,4823.35,Cash
1347,1129,359,4,2024-08-24,3800.85,Credit Card
1348,2160,390,2,2025-12-30,6470.44,Wire Transfer
1349,1864,792,4,2023-01-20,907.52,Debit Card
1350,751,499,2,2024-04-21,2123.6,Credit Card
1351,538,662,4,2024-10-13,4611.13,Credit Card
1352,1072,741,3,2022-08-29,3884.82,Debit Card
1353,841,326,1,2022-08-06,4220.5,Wire Transfer
1354,2003,325,3,2023-10-29,8135.73,Wire Transfer
1355,2177,694,1,2023-07-18,8920.15,Debit Card
1356,673,601,3,2024-11-08,2862.35,Wire Transfer
1357,2170,639,3,2022-04-12,8445.72,Credit Card
1358,351,567,2,2025-11-20,4858.5,Wire Transfer
1359,1639,761,5,2022-01-21,3101.3,Credit Card
1360,1522,481,4,2024-05-27,9861.83,Cash
1361,1835,756,4,2024-04-01,8335.62,Wire Transfer
1362,463,660,4,2022-07-16,9945.41,Cash
1363,1988,368,1,2022-08-09,2097.81,Debit Card
1364,344,795,4,2025-03-03,1866.51,Wire Transfer
1365,546,651,4,2025-07-19,5282.09,Credit Card
1366,824,712,2,2023-02-18,6567.12,Wire Transfer
1367,1217,759,3,2023-10-02,2125.07,Debit Card
1368,1796,791,4,2023-06-03,8674.09,Debit Card
1369,1081,621,5,2022-04-16,5554.13,Credit Card
1370,202,349,4,2024-09-09,4403.95,Wire Transfer
1371,1097,475,1,2025-04-19,6219.51,Cash
1372,1528,352,1,2023-03-22,6532.06,Debit Card
1373,454,402,1,2025-12-16,906.44,Debit Card
1374,1876,516,4,2022-04-21,9998.98,Credit Card
1375,653,738,2,2024-08-24,3957.24,Wire Transfer
1376,1261,488,5,2023-10-17,1084.66,Cash
1377,1384,357,4,2023-10-15,8597.07,Wire Transfer
1378,1215,347,2,2023-10-31,9933.68,Wire Transfer
1379,209,459,2,2023-01-13,8255.41,Cash
1380,1457,789,4,2024-11-10,8592.88,Credit Card
1381,1323,474,4,2024-11-19,6446.38,Debit Card
1382,1883,542,2,2023-02-17,9262.09,Credit Card
1383,1016,582,2,2025-05-04,839.52,Credit Card
1384,408,541,2,2023-04-08,7783.88,Wire Transfer
1385,1355,670,4,2024-11-24,6871.75,Cash
1386,604,305,2,2022-06-26,971.06,Debit Card
1387,352,384,1,2022-09-04,5667.75,Wire Transfer
1388,254,608,4,2023-04-07,5393.07,Debit Card
1389,1344,661,1,2024-05-17,7069.58,Wire Transfer
1390,1897,759,3,2024-07-31,1236.55,Cash
1391,2144,548,4,2023-08-02,8150.15,Debit Card
1392,828,354,3,2022-04-24,1824.33,Debit Card
1393,787,461,2,2023-06-30,4477.31,Credit Card
1394,1849,734,2,2024-10-02,8872.24,Wire Transfer
1395,2192,722,5,2024-09-06,5825.05,Wire Transfer
1396,1644,711,2,2022-08-22,4106.11,Wire Transfer
1397,1646,526,3,2022-01-12,957.92,Credit Card
1398,304,315,2,2025-01-04,6886.6,Credit Card
1399,2076,524,4,2022-06-05,9872.19,Debit Card
1400,454,361,2,2022-05-01,9162.07,Wire Transfer
1401,1451,422,5,2022-01-04,7314.31,Wire Transfer
1402,1336,577,2,2023-09-24,1500.28,Debit Card
1403,710,346,3,2024-01-05,2774.68,Debit Card
1404,1697,753,3,2024-07-19,2275.07,Debit Card
1405,299,690,2,2023-03-09,3876.89,Cash
1406,353,594,3,2024-11-03,2737.41,Cash
1407,2085,362,3,2022-09-05,2822.17,Debit Card
1408,1114,386,5,2025-04-29,6358.93,Credit Card
1409,2120,746,4,2024-04-14,3527.68,Credit Card
1410,1078,510,5,2024-05-02,6933.05,Wire Transfer
1411,538,378,1,2022-11-03,9504.95,Cash
1412,1930,502,5,2022-04-19,6565.54,Cash
1413,1022,602,2,2023-11-10,7640.74,Debit Card
1414,1387,697,4,2024-06-17,7640.01,Debit Card
1415,1944,523,2,2022-05-19,3641.68,Debit Card
1416,1157,522,1,2025-10-19,642.1,Debit Card
1417,1905,303,4,2025-12-02,1022.96,Debit Card
1418,361,778,3,2024-03-07,3179.57,Credit Card
1419,1804,306,5,2025-10-19,7050.66,Credit Card
1420,1001,393,2,2022-09-19,9113.49,Debit Card
1421,598,308,1,2022-02-07,9608.58,Credit Card
1422,1501,728,3,2022-02-27,745.56,Debit Card
1423,1016,793,5,2024-05-07,9905.83,Debit Card
1424,2140,535,3,2022-03-31,3563.72,Cash
1425,1728,408,5,2025-10-31,8508.08,Credit Card
1426,2120,461,4,2022-07-27,2212.81,Credit Card
1427,1616,509,3,2023-03-21,1097.53,Cash
1428,1359,540,3,2025-04-15,4094.38,Credit Card
1429,1419,631,3,2022-11-16,8659.79,Cash
1430,601,633,4,2022-12-21,2597.84,Wire Transfer
1431,840,350,1,2024-07-26,1962.59,Credit Card
1432,1257,311,5,2023-02-08,9143.14,Debit Card
1433,888,651,3,2022-11-14,9414.2,Cash
1434,660,456,4,2023-01-07,619.21,Debit Card
1435,1155,792,1,2023-12-18,7410.64,Debit Card
1436,2107,370,5,2025-11-11,3437.47,Credit Card
1437,670,469,4,2025-04-30,4059.69,Cash
1438,1599,572,5,2023-02-20,4956.48,Wire Transfer
1439,1246,368,3,2023-06-15,4554.51,Debit Card
1440,950,655,1,2023-11-10,5392.25,Debit Card
1441,1894,552,4,2025-11-30,6032.44,Wire Transfer
1442,238,348,1,2022-09-09,4923.16,Cash
1443,430,484,3,2023-06-06,7164.85,Credit Card
1444,1589,620,1,2024-11-30,7326.72,Debit Card
1445,763,487,1,2025-11-08,4683.41,Credit Card
1446,638,390,2,2022-08-16,1853.4,Cash
1447,2000,746,1,2022-11-28,6586.07,Wire Transfer
1448,1507,632,5,2022-11-26,7843.09,Credit Card
1449,227,439,4,2022-01-31,6562.04,Cash
1450,426,657,2,2024-06-01,6086.52,Credit Card
1451,1501,389,4,2024-09-06,2679.41,Credit Card
1452,998,574,4,2024-05-29,6628.8,Debit Card
1453,1833,319,3,2022-04-15,3681.13,Credit Card
1454,484,771,3,2022-04-12,9235.81,Debit Card
1455,1079,611,2,2022-11-04,6710.34,Cash
1456,1160,658,3,2023-02-28,3142.71,Cash
1457,1705,674,3,2025-02-22,4992.81,Debit Card
1458,653,766,3,2022-08-21,8542.52,Wire Transfer
1459,1220,454,4,2022-03-06,3686.91,Credit Card
1460,2053,690,2,2023-07-30,5491.69,Cash
1461,1016,560,4,2023-08-31,6956.86,Cash
1462,859,408,5,2023-10-21,7668.03,Wire Transfer
1463,1740,671,4,2025-04-22,2151.98,Cash
1464,747,585,5,2022-05-24,5868.95,Debit Card
1465,1416,359,1,2024-10-24,9165.9,Wire Transfer
1466,1273,425,1,2023-05-09,9699.42,Cash
1467,1736,654,5,2023-03-29,6733.38,Wire Transfer
1468,217,573,5,2025-09-23,9844.78,Wire Transfer
1469,1396,407,4,2022-12-29,5921.98,Cash
1470,1444,599,5,2024-07-27,4704.75,Cash
1471,358,545,2,2023-02-06,5740.08,Cash
1472,677,636,1,2024-01-11,1599.27,Wire Transfer
1473,1270,750,1,2025-02-21,4316.3,Debit Card
1474,1597,718,5,2025-07-11,4854.85,Debit Card
1475,718,547,3,2025-05-09,8561.96,Credit Card
1476,299,308,3,2024-04-29,7707.16,Cash
1477,2116,441,5,2022-12-30,6213.55,Debit Card
1478,1969,662,2,2024-08-23,3799.13,Credit Card
1479,1261,308,3,2024-11-02,2276.83,Credit Card
1480,480,778,5,2022-01-16,3803.77,Cash
1481,1573,652,2,2023-10-04,6958.14,Credit Card
1482,697,784,2,2025-05-16,2998.86,Debit Card
1483,502,795,4,2023-12-16,4555.42,Credit Card
1484,381,394,2,2023-03-31,4174.32,Credit Card
1485,807,621,3,2025-06-26,7773.11,Debit Card
1486,1323,727,3,2022-08-16,8895.98,Credit Card
1487,900,339,5,2022-10-29,7144.02,Credit Card
1488,1193,381,5,2024-09-30,3745.22,Wire Transfer
1489,1340,487,2,2023-05-30,4615.18,Credit Card
1490,391,384,1,2024-11-07,1861.83,Credit Card
1491,453,388,4,2022-08-19,2096.93,Wire Transfer
1492,1181,542,1,2023-01-04,2060.78,Wire Transfer
1493,1128,642,2,2022-08-17,1740.57,Wire Transfer
1494,1385,393,2,2025-10-23,2206.02,Cash
1495,1480,386,1,2023-08-15,2425.54,Cash
1496,1547,344,4,2023-05-08,1562.54,Debit Card
1497,328,437,1,2022-01-21,6582.48,Credit Card
1498,218,721,5,2022-08-12,9908.81,Debit Card
1499,2017,374,3,2023-09-07,8852.27,Cash
1500,1959,336,5,2022-04-11,933.23,Credit Card
1501,766,401,3,2024-01-16,4519.06,Credit Card
1502,770,776,2,2023-10-27,8663.45,Wire Transfer
1503,1547,456,4,2025-01-25,1779.41,Cash
1504,2096,726,1,2024-08-21,8552.63,Credit Card
1505,886,555,4,2023-10-14,6130.66,Wire Transfer
